src,dst,weight
regulation,restriction,0.0315
relation,connection,0.0315
relation,cousin,0.0315
relation,husband,0.0315
relation,kin,0.0315
relation,similar,0.0315
relativity,alike,0.0315
relativity,newton,0.0315
relativity,pertinence,0.0315
release,capture,0.0315
release,drop,0.0315
release,give,0.0315
release,leave,0.0315
release,let,0.0315
release,me,0.0315
release,relax,0.0315
release,tension,0.0315
religious,worship,0.0315
rely,upon,0.0315
remain,same,0.0315
remain,silent,0.0315
remark,reply,0.0315
remark,speak,0.0315
remedy,ill,0.0315
remorse,cry,0.0315
remorse,forgive,0.0315
reply,say,0.0315
repulsive,impulsive,0.0315
repulsive,mean,0.0315
repulsive,rude,0.0315
request,demand,0.0315
request,order,0.0315
research,psychology,0.0315
response,negative,0.0315
response,respond,0.0315
responsible,older,0.0315
responsible,parent,0.0315
responsible,trustworthy,0.0315
rest,activity,0.0315
rest,play,0.0315
rest,stop,0.0315
rest,work,0.0315
return,again,0.0315
return,borrow,0.0315
return,come,0.0315
return,exchange,0.0315
return,home,0.0315
return,jedi,0.0315
return,take,0.0315
revolution,history,0.0315
rhyme,music,0.0315
rhyme,riddle,0.0315
rhythm,method,0.0315
ribs,anatomy,0.0315
ribs,body,0.0315
ribs,chicken,0.0315
ribs,eve,0.0315
ribs,pork,0.0315
ribs,skinny,0.0315
ribs,steak,0.0315
rice,potato,0.0315
ride,drive,0.0315
ride,fast,0.0315
ride,pony,0.0315
rider,car,0.0315
ridiculous,outrageous,0.0315
rifle,trigger,0.0315
rise,lower,0.0315
risk,scare,0.0315
risk,try,0.0315
ritual,annual,0.0315
ritual,evil,0.0315
ritual,routine,0.0315
ritual,sacrifice,0.0315
roach,ant,0.0315
roach,brown,0.0315
roach,cockroach,0.0315
roach,kill,0.0315
roam,follow,0.0315
roam,travel,0.0315
rocket,astronaut,0.0315
rocket,booster,0.0315
rocket,plane,0.0315
roll,fall,0.0315
roll,fat,0.0315
roll,food,0.0315
roll,hill,0.0315
roll,turn,0.0315
romance,friend,0.0315
romance,kiss,0.0315
romance,sex,0.0315
rose,bud,0.0315
rotten,scoundrel,0.0315
rough,beard,0.0315
rough,sex,0.0315
rough,sharp,0.0315
ruby,precious,0.0315
ruin,break,0.0315
ruin,damage,0.0315
ruin,fix,0.0315
ruin,old,0.0315
ruin,stain,0.0315
ruin,trash,0.0315
rule,follow,0.0315
rule,obey,0.0315
rule,ruler,0.0315
rule,thumb,0.0315
rules,school,0.0315
rules,suck,0.0315
rumor,heard,0.0315
rural,far,0.0315
rush,speed,0.0315
rush,traffic,0.0315
safe,bank,0.0315
safe,protect,0.0315
safe,scared,0.0315
safe,unsafe,0.0315
safe,vault,0.0315
safety,feature,0.0315
safety,home,0.0315
safety,patrol,0.0315
safety,police,0.0315
safety,security,0.0315
sailing,relax,0.0315
sailing,sail,0.0315
sailing,sea,0.0315
sailing,swim,0.0315
sale,car,0.0315
sale,house,0.0315
sale,item,0.0315
sale,mall,0.0315
sale,price,0.0315
saloon,west,0.0315
saltine,dry,0.0315
salute,pledge,0.0315
salute,pride,0.0315
sandpaper,coarse,0.0315
sandpaper,file,0.0315
sandpaper,harsh,0.0315
sandpaper,saw,0.0315
sandpaper,wall,0.0315
say,ask,0.0315
say,speech,0.0315
scarce,abundant,0.0315
scarce,empty,0.0315
scarce,less,0.0315
scared,dark,0.0315
scared,horror,0.0315
scared,run,0.0315
schedule,calendar,0.0315
schedule,itinerary,0.0315
schedule,organize,0.0315
schedule,plan,0.0315
scheme,act,0.0315
scheme,trick,0.0315
scratch,pain,0.0315
screwdriver,turn,0.0315
scroll,letter,0.0315
scroll,pen,0.0315
scroll,roll,0.0315
scroll,scan,0.0315
scroll,temple,0.0315
scroll,torah,0.0315
sculpture,artistic,0.0315
sculpture,carve,0.0315
sculpture,venus,0.0315
seal,approval,0.0315
seal,dolphin,0.0315
seal,lick,0.0315
seal,mammal,0.0315
seal,white,0.0315
seam,mend,0.0315
seam,zipper,0.0315
seashore,surf,0.0315
seat,toilet,0.0315
seatbelt,life,0.0315
secret,code,0.0315
secret,service,0.0315
section,eight,0.0315
section,unit,0.0315
security,cop,0.0315
security,lock,0.0315
security,system,0.0315
security,tight,0.0315
self,control,0.0315
self,image,0.0315
self,pride,0.0315
sense,humor,0.0315
sense,sixth,0.0315
sentence,death,0.0315
sentence,phrase,0.0315
sentence,talk,0.0315
sentry,alarm,0.0315
sentry,gun,0.0315
sentry,man,0.0315
separate,remove,0.0315
series,games,0.0315
series,group,0.0315
series,set,0.0315
service,maid,0.0315
service,military,0.0315
service,work,0.0315
session,long,0.0315
set,go,0.0315
set,hair,0.0315
set,movie,0.0315
set,pair,0.0315
set,point,0.0315
set,ready,0.0315
sex,pleasure,0.0315
shade,glasses,0.0315
shade,light,0.0315
shade,window,0.0315
shake,dance,0.0315
shake,scare,0.0315
shallow,creek,0.0315
shallow,empty,0.0315
shallow,short,0.0315
shave,man,0.0315
sheet,cover,0.0315
sheets,sex,0.0315
sheets,white,0.0315
shell,snail,0.0315
shelter,haven,0.0315
shelter,safety,0.0315
shelter,storm,0.0315
shock,stunned,0.0315
shoes,new,0.0315
shoes,tennis,0.0315
short,circuit,0.0315
short,fat,0.0315
short,story,0.0315
shortcake,pie,0.0315
shortcake,sweet,0.0315
shot,hurt,0.0315
shout,whisper,0.0315
shovel,sand,0.0315
shovel,spade,0.0315
shovel,work,0.0315
shy,friendly,0.0315
shy,loud,0.0315
sidewalk,cafe,0.0315
sidewalk,pedestrian,0.0315
sidewalk,sale,0.0315
signal,clue,0.0315
signal,direction,0.0315
signal,show,0.0315
silence,dead,0.0315
sincere,caring,0.0315
sincere,love,0.0315
sincere,sweet,0.0315
sincere,thanks,0.0315
sister,little,0.0315
sister,none,0.0315
sitting,class,0.0315
sitting,still,0.0315
situation,dilemma,0.0315
situation,experience,0.0315
situation,place,0.0315
situation,predicament,0.0315
skate,fall,0.0315
slap,anger,0.0315
slap,hard,0.0315
slap,ouch,0.0315
slave,negro,0.0315
slave,owner,0.0315
slice,apple,0.0315
slice,cake,0.0315
slice,whole,0.0315
slick,rick,0.0315
slide,fun,0.0315
slide,park,0.0315
slide,show,0.0315
slide,skid,0.0315
slide,up,0.0315
slimy,frog,0.0315
slimy,snot,0.0315
slither,sneak,0.0315
slum,bad,0.0315
slum,black,0.0315
slum,down,0.0315
slum,street,0.0315
sly,clever,0.0315
sly,dog,0.0315
smoking,ash,0.0315
smoking,ashtray,0.0315
smoking,burning,0.0315
smoking,lung,0.0315
smoking,pot,0.0315
smudge,clean,0.0315
smudge,ink,0.0315
smudge,spot,0.0315
smudge,stain,0.0315
snack,attack,0.0315
snack,junk,0.0315
snack,meal,0.0315
snob,jewish,0.0315
snob,mean,0.0315
soak,bleach,0.0315
soak,clothes,0.0315
sober,normal,0.0315
sofa,cozy,0.0315
solid,brass,0.0315
solid,chocolate,0.0315
solid,firm,0.0315
solid,hold,0.0315
some,plenty,0.0315
sore,foot,0.0315
sorry,fault,0.0315
sorry,mistake,0.0315
sorry,regret,0.0315
sow,oats,0.0315
sow,plow,0.0315
sparrow,nest,0.0315
spatula,knife,0.0315
spatula,pan,0.0315
speaker,guest,0.0315
speaker,listen,0.0315
speaker,person,0.0315
speaker,system,0.0315
special,power,0.0315
spell,bad,0.0315
spell,grammar,0.0315
spell,speak,0.0315
spell,wrong,0.0315
spend,shopping,0.0315
spend,time,0.0315
spend,use,0.0315
spice,oregano,0.0315
spirit,energy,0.0315
spirit,high,0.0315
spoiled,meat,0.0315
sports,activity,0.0315
sports,athletics,0.0315
sports,soccer,0.0315
sports,television,0.0315
spot,black,0.0315
spring,green,0.0315
spring,warm,0.0315
spring,winter,0.0315
squeak,crack,0.0315
squeak,shoe,0.0315
squeak,toy,0.0315
squeeze,charmin,0.0315
squeeze,crush,0.0315
squeeze,grip,0.0315
squeeze,squash,0.0315
stable,barn,0.0315
stable,comfortable,0.0315
stable,condition,0.0315
stable,sturdy,0.0315
stain,blotch,0.0315
stain,dirty,0.0315
stain,mess,0.0315
stain,rain,0.0315
stain,soil,0.0315
standard,living,0.0315
standard,same,0.0315
standard,test,0.0315
standards,criteria,0.0315
standards,ethics,0.0315
standards,guidelines,0.0315
standards,none,0.0315
standards,norms,0.0315
starboard,aft,0.0315
starboard,sky,0.0315
starve,death,0.0315
starve,feed,0.0315
starve,skinny,0.0315
state,capital,0.0315
state,condition,0.0315
status,prestige,0.0315
status,standing,0.0315
status,title,0.0315
status,wealth,0.0315
steak,fries,0.0315
steak,juicy,0.0315
steam,bath,0.0315
steam,gas,0.0315
steam,mist,0.0315
steam,ship,0.0315
steeple,point,0.0315
sticker,lick,0.0315
sticker,picture,0.0315
sticker,smell,0.0315
stocking,feet,0.0315
stocking,garter,0.0315
stocking,run,0.0315
stomach,abdomen,0.0315
stomach,belly,0.0315
stomach,organ,0.0315
stranger,bad,0.0315
stranger,dark,0.0315
stranger,man,0.0315
stranger,mysterious,0.0315
strategy,goal,0.0315
strategy,method,0.0315
strategy,thinking,0.0315
strategy,way,0.0315
straw,berry,0.0315
straw,grass,0.0315
straw,last,0.0315
straw,slurp,0.0315
strength,weights,0.0315
stress,anger,0.0315
stress,nerves,0.0315
stress,pain,0.0315
stress,relax,0.0315
stress,sweat,0.0315
stretch,bend,0.0315
stretch,elastic,0.0315
stretch,long,0.0315
stretch,retract,0.0315
stretch,yarn,0.0315
stub,end,0.0315
stub,finger,0.0315
stub,hurt,0.0315
stuck,free,0.0315
stuck,jammed,0.0315
stuck,out,0.0315
stuck,trap,0.0315
stump,confuse,0.0315
stump,stuck,0.0315
stump,wood,0.0315
stupid,ignorant,0.0315
sty,pain,0.0315
sty,sly,0.0315
subject,english,0.0315
subject,predicate,0.0315
subject,study,0.0315
subtract,divide,0.0315
subtract,lose,0.0315
succor,fool,0.0315
suede,coat,0.0315
suede,smooth,0.0315
suitcase,valise,0.0315
sunset,peace,0.0315
sunset,red,0.0315
superior,god,0.0315
superior,intellect,0.0315
superior,teacher,0.0315
supervisor,chief,0.0315
supervisor,leader,0.0315
supervisor,teacher,0.0315
supper,eat,0.0315
support,parents,0.0315
support,strong,0.0315
support,uphold,0.0315
surf,ride,0.0315
surf,sand,0.0315
surf,ski,0.0315
surf,tide,0.0315
swatter,batter,0.0315
sweat,run,0.0315
symbol,letter,0.0315
symbol,object,0.0315
symbol,symbolic,0.0315
sympathy,concern,0.0315
sympathy,condolence,0.0315
sympathy,kindness,0.0315
sympathy,understand,0.0315
system,analysis,0.0315
system,government,0.0315
system,order,0.0315
system,process,0.0315
system,radio,0.0315
tact,careful,0.0315
tact,good,0.0315
tail,butt,0.0315
tail,rat,0.0315
talent,singer,0.0315
tame,horse,0.0315
tame,train,0.0315
tardy,early,0.0315
tear,apart,0.0315
tease,brother,0.0315
tease,child,0.0315
teeth,bite,0.0315
teeth,cavity,0.0315
teeth,tooth,0.0315
teeth,wisdom,0.0315
telephone,bill,0.0315
telephone,book,0.0315
telephone,conversation,0.0315
telephone,operator,0.0315
telephone,television,0.0315
telescope,lens,0.0315
television,boring,0.0315
television,picture,0.0315
television,station,0.0315
television,video,0.0315
teller,machine,0.0315
ten,five,0.0315
tendency,always,0.0315
tendency,do,0.0315
tendency,frequency,0.0315
tendency,lean,0.0315
tent,hut,0.0315
term,definition,0.0315
testify,confess,0.0315
testify,jury,0.0315
testify,oath,0.0315
testify,plea,0.0315
theme,motive,0.0315
theme,title,0.0315
theory,fact,0.0315
theory,law,0.0315
theory,music,0.0315
theory,postulate,0.0315
theory,psychology,0.0315
theory,question,0.0315
theory,reason,0.0315
theory,wrong,0.0315
thesis,essay,0.0315
thesis,phd,0.0315
thigh,girl,0.0315
thigh,high,0.0315
thigh,knee,0.0315
thing,car,0.0315
thing,item,0.0315
thing,monster,0.0315
thing,person,0.0315
thing,stuff,0.0315
thorn,plant,0.0315
thorn,stick,0.0315
throne,castle,0.0315
tiger,jungle,0.0315
tiger,mean,0.0315
tiger,orange,0.0315
tiger,roar,0.0315
tight,close,0.0315
tight,pain,0.0315
tomato,orange,0.0315
tomorrow,wednesday,0.0315
tool,instrument,0.0315
tool,kitchen,0.0315
tool,machine,0.0315
tool,saw,0.0315
tool,shovel,0.0315
toothbrush,dentist,0.0315
topping,dessert,0.0315
topping,extra,0.0315
topping,flavor,0.0315
topping,frosting,0.0315
topping,sprinkles,0.0315
topping,syrup,0.0315
tornado,watch,0.0315
tornado,weather,0.0315
tough,man,0.0315
tough,muscle,0.0315
tour,bicycle,0.0315
tour,rock,0.0315
tour,world,0.0315
tow,move,0.0315
tractor,grass,0.0315
tradition,always,0.0315
tradition,style,0.0315
tragedy,drama,0.0315
tragedy,fire,0.0315
tragedy,play,0.0315
tragedy,shakespeare,0.0315
tramp,scum,0.0315
tramp,stomp,0.0315
trance,coma,0.0315
trance,space,0.0315
trance,state,0.0315
trance,think,0.0315
trance,zombie,0.0315
transparent,see,0.0315
trend,custom,0.0315
trend,set,0.0315
trial,guilt,0.0315
trial,sentence,0.0315
trial,test,0.0315
tribute,dedication,0.0315
trick,dog,0.0315
trim,beard,0.0315
trim,neat,0.0315
trim,scissors,0.0315
triumph,overcome,0.0315
trouble,easy,0.0315
trouble,punishment,0.0315
true,correct,0.0315
true,love,0.0315
true,real,0.0315
true,untrue,0.0315
truth,wisdom,0.0315
truthful,false,0.0315
try,achieve,0.0315
try,experiment,0.0315
try,harder,0.0315
try,sample,0.0315
tube,raft,0.0315
turnip,carrot,0.0315
turnip,red,0.0315
turtle,dove,0.0315
turtle,rabbit,0.0315
turtle,soup,0.0315
tweezers,clippers,0.0315
tweezers,pick,0.0315
tweezers,tools,0.0315
two,twin,0.0315
typewriter,write,0.0315
ugly,fat,0.0315
ugly,scary,0.0315
umbrella,shelter,0.0315
umbrella,wet,0.0315
unhappy,tears,0.0315
unhappy,worry,0.0315
uranus,saturn,0.0315
use,old,0.0315
usual,casual,0.0315
values,important,0.0315
vanilla,cream,0.0315
vase,plant,0.0315
vase,water,0.0315
velvet,suede,0.0315
victory,soccer,0.0315
volt,charge,0.0315
volt,pole,0.0315
wage,low,0.0315
waist,fat,0.0315
wallet,case,0.0315
warrior,shield,0.0315
way,around,0.0315
weak,fragile,0.0315
weak,frail,0.0315
weak,sick,0.0315
weird,abnormal,0.0315
weird,me,0.0315
whale,oil,0.0315
who,person,0.0315
width,measure,0.0315
width,size,0.0315
winner,best,0.0315
wire,cut,0.0315
wisdom,owl,0.0315
wisdom,truth,0.0315
wonderful,person,0.0315
woodwind,brass,0.0315
words,language,0.0315
words,speech,0.0315
words,write,0.0315
worker,hat,0.0315
workout,healthy,0.0315
worry,anxious,0.0315
worry,nervous,0.0315
worship,adore,0.0315
wound,tight,0.0315
yearn,feelings,0.0315
zone,road,0.0315
zoo,keeper,0.0315
accent,southern,0.031469
achieve,believe,0.031469
achieve,realize,0.031469
adore,dog,0.031469
adore,door,0.031469
adore,heart,0.031469
agent,agency,0.031469
airport,baggage,0.031469
antarctic,iceberg,0.031469
anxiety,disorder,0.031469
anxiety,sweat,0.031469
anxiety,test,0.031469
abdomen,anatomy,0.031359
abdomen,flat,0.031359
age,death,0.031359
aging,tired,0.031359
aids,band,0.031359
alien,new,0.031359
alien,ship,0.031359
angry,fury,0.031359
angry,temper,0.031359
annual,review,0.031359
annual,tradition,0.031359
accept,gift,0.031255
abs,steel,0.03125
acre,corn,0.03125
acre,home,0.03125
acre,woods,0.03125
adolescent,acne,0.03125
affection,desire,0.03125
affection,effect,0.03125
affection,sweet,0.03125
affection,warmth,0.03125
after,party,0.03125
after,work,0.03125
ally,alley,0.03125
ally,trust,0.03125
amusing,amusement,0.03125
amusing,anecdote,0.03125
amusing,diversion,0.03125
angle,fish,0.03125
angle,fishing,0.03125
afraid,ghost,0.031161
actor,money,0.031142
actor,screen,0.031142
adventure,adrenaline,0.031142
agency,ability,0.031142
agony,easy,0.031142
agony,horror,0.031142
aid,food,0.031142
aid,no,0.031142
africa,animals,0.031108
accelerate,push,0.031034
act,behavior,0.031034
addiction,chocolate,0.031034
addition,baby,0.031034
adorable,doll,0.031034
adorable,love,0.031034
adorable,precious,0.031034
alright,now,0.031034
american,hamburger,0.031034
anchovy,italy,0.031034
anchovy,ocean,0.031034
anchovy,tin,0.031034
answer,key,0.031034
answer,telephone,0.031034
above,better,0.030928
above,ceiling,0.030928
accountant,suit,0.030928
afternoon,sleepy,0.030928
analysis,chemical,0.030928
analysis,work,0.030928
ant,busy,0.030928
abuse,punch,0.030822
acoustic,live,0.030822
acoustic,set,0.030822
afraid,worry,0.030822
aged,antique,0.030822
aged,worn,0.030822
almond,allergy,0.030822
almond,delicious,0.030822
almond,flour,0.030822
animal,fish,0.030822
animal,love,0.030822
animal,meat,0.030822
antidote,syringe,0.030822
ambition,strive,0.030819
adore,care,0.030729
accident,blood,0.030717
accident,damage,0.030717
accident,hospital,0.030717
active,move,0.030717
africa,dark,0.030717
africa,land,0.030717
alarm,buzz,0.030717
alarm,system,0.030717
alcohol,liver,0.030717
alert,coffee,0.030717
alert,light,0.030717
anatomy,gray,0.030717
anatomy,heart,0.030717
angel,angle,0.030717
angel,fairy,0.030717
angel,food,0.030717
angel,pure,0.030717
airplane,fast,0.030612
airplane,stewardess,0.030612
allergic,sinus,0.030612
allergy,allergic,0.030612
animals,bear,0.030612
adventure,wild,0.030511
amber,tree,0.030508
accessory,addition,0.030405
ants,busy,0.030405
ants,itch,0.030405
accident,hurt,0.030358
activity,energy,0.030205
air,music,0.0301
achievement,a,0.03
achievement,work,0.03
act,tough,0.03
ad,column,0.03
addict,need,0.03
airplane,car,0.03
airplane,movie,0.03
amp,car,0.03
angel,death,0.03
animals,mammal,0.03
annoying,aggravate,0.03
apex,end,0.03
appearance,clean,0.03
appearance,mirror,0.03
appearance,show,0.03
apple,banana,0.03
apple,computer,0.03
apple,core,0.03
apple,food,0.03
appointment,dentist,0.03
approval,blessing,0.03
architecture,wood,0.03
arctic,bear,0.03
area,circle,0.03
area,land,0.03
area,map,0.03
area,site,0.03
area,spot,0.03
area,triangle,0.03
argue,disagree,0.03
argument,anger,0.03
aright,agree,0.03
army,boots,0.03
army,strength,0.03
art,craft,0.03
art,music,0.03
art,show,0.03
art,work,0.03
article,story,0.03
ascend,fly,0.03
ash,death,0.03
ask,receive,0.03
ask,try,0.03
ask,want,0.03
assistance,secretary,0.03
athletic,sweat,0.03
atomic,explode,0.03
atomic,fireball,0.03
atomic,number,0.03
atomic,structure,0.03
atomic,weight,0.03
attach,combine,0.03
attack,beat,0.03
attack,hit,0.03
attack,violent,0.03
attitude,adjustment,0.03
automobile,drive,0.03
automobile,gas,0.03
automobile,truck,0.03
average,regular,0.03
avoid,scared,0.03
ax,tool,0.03
back,behind,0.03
backward,back,0.03
backward,wrong,0.03
bagel,cheese,0.03
balloon,party,0.03
banker,lawyer,0.03
banner,advertisement,0.03
banner,year,0.03
barley,horse,0.03
bartender,drunk,0.03
bartender,server,0.03
base,military,0.03
baseball,hat,0.03
bass,shoes,0.03
bassinet,child,0.03
battle,blood,0.03
battle,ground,0.03
battle,gun,0.03
be,buzz,0.03
be,me,0.03
be,verb,0.03
bean,stalk,0.03
bear,lion,0.03
because,answer,0.03
because,due,0.03
beggar,vagrant,0.03
being,alien,0.03
betray,against,0.03
bicycle,chain,0.03
bicycle,shop,0.03
big,easy,0.03
big,game,0.03
bike,tricycle,0.03
biology,anatomy,0.03
biology,book,0.03
biology,cell,0.03
biology,plant,0.03
biology,yuck,0.03
bird,blue,0.03
bird,bluejay,0.03
bird,tree,0.03
birds,cardinal,0.03
birds,dove,0.03
birds,prey,0.03
birds,wings,0.03
birthday,gift,0.03
blackboard,write,0.03
blend,blender,0.03
blend,fruit,0.03
blender,ice,0.03
block,corner,0.03
block,tackle,0.03
blonde,beauty,0.03
blonde,brown,0.03
blonde,fun,0.03
blonde,red,0.03
blossom,spring,0.03
blot,mark,0.03
blot,mess,0.03
blot,spill,0.03
blubber,cry,0.03
blues,jeans,0.03
blunt,end,0.03
board,plane,0.03
board,walk,0.03
body,gym,0.03
body,human,0.03
body,part,0.03
body,shape,0.03
bone,body,0.03
bone,chicken,0.03
bone,china,0.03
bone,skin,0.03
boring,lecture,0.03
boring,math,0.03
boring,yawn,0.03
bottle,baby,0.03
bottle,top,0.03
bottom,end,0.03
bottom,floor,0.03
bouillon,money,0.03
box,cube,0.03
box,glove,0.03
box,letter,0.03
box,match,0.03
box,storage,0.03
box,toy,0.03
boyfriend,friend,0.03
boyfriend,none,0.03
boyfriend,not,0.03
boys,sex,0.03
brake,go,0.03
brilliant,color,0.03
broccoli,spinach,0.03
broccoli,tree,0.03
broken,apart,0.03
broken,pieces,0.03
brown,bag,0.03
brown,chocolate,0.03
brown,green,0.03
brown,shoe,0.03
bucket,paint,0.03
bucket,wash,0.03
bug,gross,0.03
bugle,jeans,0.03
builder,carpenter,0.03
bulletin,information,0.03
bulletin,note,0.03
bulletin,paper,0.03
bumper,hit,0.03
bumps,sick,0.03
bumps,wart,0.03
burglar,bar,0.03
butcher,cook,0.03
butcher,wife,0.03
buyer,car,0.03
cafeteria,school,0.03
calculus,algebra,0.03
california,coast,0.03
california,girls,0.03
call,dial,0.03
call,home,0.03
camp,kid,0.03
camp,lake,0.03
camping,out,0.03
campus,students,0.03
can,cup,0.03
cancer,lung,0.03
cancer,smoke,0.03
cancer,tumor,0.03
cannon,ship,0.03
cannon,shoot,0.03
canvas,material,0.03
canvas,oil,0.03
canyon,color,0.03
canyon,desert,0.03
canyon,red,0.03
cape,hero,0.03
capture,hostage,0.03
carbon,fiber,0.03
care,aid,0.03
care,for,0.03
care,hospital,0.03
care,sick,0.03
caress,soothe,0.03
carrot,cake,0.03
cashew,almond,0.03
cashew,salt,0.03
cast,fishing,0.03
casual,corner,0.03
catch,miss,0.03
catcher,softball,0.03
cathedral,steeple,0.03
catholic,cross,0.03
cattle,horse,0.03
cautious,safe,0.03
celebration,fun,0.03
celebration,holiday,0.03
celery,tuna,0.03
center,basketball,0.03
center,end,0.03
center,outside,0.03
cereal,bran,0.03
chalk,crayon,0.03
challenge,test,0.03
chapter,novel,0.03
chart,hospital,0.03
cheap,low,0.03
cheap,perfume,0.03
cheap,poor,0.03
check,out,0.03
cheer,party,0.03
cheerful,cheerleader,0.03
cheerleader,airhead,0.03
cheerleader,legs,0.03
chef,hat,0.03
chess,match,0.03
chew,mouth,0.03
chew,teeth,0.03
child,care,0.03
child,little,0.03
chili,bowl,0.03
chili,cold,0.03
chimpanzee,cute,0.03
chimpanzee,gorilla,0.03
china,asia,0.03
china,cup,0.03
china,food,0.03
china,fragile,0.03
china,silverware,0.03
chipmunk,monkey,0.03
chipmunk,rat,0.03
chisel,rock,0.03
chocolate,good,0.03
chocolate,mousse,0.03
chocolate,taste,0.03
chop,knife,0.03
chunk,cheese,0.03
cigar,tobacco,0.03
cigarette,ash,0.03
cigarette,lung,0.03
cigarette,pipe,0.03
city,country,0.03
clamp,metal,0.03
clamp,tow,0.03
class,boring,0.03
class,style,0.03
clean,dirt,0.03
cleaner,clothes,0.03
cleaner,fluid,0.03
cleaning,room,0.03
climax,story,0.03
clippers,shears,0.03
cloak,jacket,0.03
clorox,detergent,0.03
clorox,smell,0.03
closet,case,0.03
closet,drawer,0.03
closet,store,0.03
closing,store,0.03
clothes,body,0.03
clothes,cover,0.03
clothes,warm,0.03
coat,cover,0.03
cobra,bite,0.03
cobra,danger,0.03
cobra,deadly,0.03
cocaine,addict,0.03
cocaine,addiction,0.03
cocaine,death,0.03
cocaine,nose,0.03
cocaine,powder,0.03
cocktail,beer,0.03
cocktail,glass,0.03
code,alarm,0.03
code,bar,0.03
coffee,table,0.03
color,hue,0.03
commercial,break,0.03
commitment,honesty,0.03
component,chemistry,0.03
component,device,0.03
component,element,0.03
component,number,0.03
component,thing,0.03
compound,car,0.03
compound,substance,0.03
computer,game,0.03
computer,terminal,0.03
concert,orchestra,0.03
condition,circumstance,0.03
condition,train,0.03
condition,weather,0.03
conductor,metal,0.03
congress,boring,0.03
congress,politician,0.03
congress,usa,0.03
conscience,science,0.03
consequence,problem,0.03
consequence,wrong,0.03
container,bucket,0.03
container,can,0.03
container,juice,0.03
container,storage,0.03
control,calm,0.03
control,run,0.03
conversation,communication,0.03
cool,air,0.03
cool,drink,0.03
cool,heat,0.03
cop,gun,0.03
cop,protection,0.03
cop,robber,0.03
cop,ticket,0.03
copper,kettle,0.03
copper,money,0.03
cord,electricity,0.03
cork,stopper,0.03
cotton,gin,0.03
cotton,mouth,0.03
couch,comfort,0.03
couch,cushion,0.03
couch,lay,0.03
couch,sleep,0.03
cough,drop,0.03
country,field,0.03
country,horse,0.03
course,road,0.03
cover,book,0.03
cover,charge,0.03
cover,story,0.03
crab,tree,0.03
crafts,talent,0.03
crawl,move,0.03
crayon,drawing,0.03
crayon,kids,0.03
crazy,fun,0.03
cream,strawberry,0.03
creator,earth,0.03
credit,extra,0.03
crest,mountain,0.03
crest,water,0.03
crevice,sidewalk,0.03
crevice,small,0.03
crevice,space,0.03
cricket,sport,0.03
crook,bad,0.03
crook,jail,0.03
crossing,duck,0.03
crossing,train,0.03
cruise,ocean,0.03
crush,kill,0.03
crush,pound,0.03
crust,toast,0.03
cue,act,0.03
cue,time,0.03
curb,yellow,0.03
curtains,close,0.03
curtains,house,0.03
curtains,shower,0.03
cycle,run,0.03
cylinder,science,0.03
dam,block,0.03
dam,bridge,0.03
dance,exercise,0.03
dance,grace,0.03
dance,slow,0.03
dancer,bar,0.03
dandelion,daisy,0.03
darkness,fear,0.03
darkness,scared,0.03
dart,point,0.03
dart,quick,0.03
dashboard,ear,0.03
decay,erode,0.03
deceive,wrong,0.03
decide,conclude,0.03
decision,answer,0.03
decision,tough,0.03
demand,force,0.03
democracy,president,0.03
demon,bad,0.03
denim,cotton,0.03
denim,jacket,0.03
dense,compact,0.03
dentist,cavity,0.03
deny,object,0.03
deny,stop,0.03
depart,go,0.03
department,building,0.03
department,office,0.03
department,police,0.03
department,psychology,0.03
department,work,0.03
deposit,return,0.03
depressed,sorrow,0.03
depression,anxiety,0.03
dessert,sugar,0.03
device,electric,0.03
device,part,0.03
different,people,0.03
difficulty,problem,0.03
digit,computer,0.03
digit,span,0.03
dinosaur,giant,0.03
direct,contact,0.03
direct,lead,0.03
disagreement,anger,0.03
disappear,act,0.03
disappear,ghost,0.03
disaster,problem,0.03
disbelief,question,0.03
disbelief,shock,0.03
discover,channel,0.03
discover,columbus,0.03
discover,land,0.03
discover,new,0.03
distance,away,0.03
distance,runner,0.03
distance,time,0.03
doctor,health,0.03
document,legal,0.03
done,gone,0.03
double,date,0.03
double,mint,0.03
double,standard,0.03
down,elevator,0.03
down,fall,0.03
down,out,0.03
downstairs,fall,0.03
downstairs,room,0.03
downstairs,walk,0.03
dracula,bite,0.03
draft,cold,0.03
draft,final,0.03
draft,rough,0.03
drag,car,0.03
drift,raft,0.03
drift,sway,0.03
drive,slow,0.03
drive,steer,0.03
drove,cattle,0.03
drove,fast,0.03
drown,suffocate,0.03
drowsy,drunk,0.03
drowsy,medicine,0.03
drug,alcohol,0.03
drug,death,0.03
dryer,warm,0.03
duck,chicken,0.03
duck,water,0.03
due,late,0.03
dune,beach,0.03
dune,desert,0.03
duplicate,two,0.03
dust,wind,0.03
early,dawn,0.03
eating,out,0.03
ecstasy,heaven,0.03
edge,cut,0.03
eggs,break,0.03
eggs,cook,0.03
eggs,crack,0.03
eggs,pan,0.03
eggs,toast,0.03
eggs,yolk,0.03
elderly,slow,0.03
elderly,young,0.03
electricity,bill,0.03
electricity,heat,0.03
electricity,wire,0.03
element,rock,0.03
elevator,door,0.03
empire,emperor,0.03
empire,movie,0.03
employment,office,0.03
empty,void,0.03
encyclopedia,learn,0.03
