src,dst,weight
aggression,hit,0.030717
aggression,men,0.030717
aggression,power,0.030717
aggression,red,0.030717
aggression,sad,0.030717
aggression,threat,0.030717
alarm,beep,0.030717
alarm,buzz,0.030717
alarm,sleep,0.030717
alarm,smoke,0.030717
alarm,system,0.030717
alcohol,drinks,0.030717
alcohol,gin,0.030717
alcohol,glass,0.030717
alcohol,liver,0.030717
alert,coffee,0.030717
alert,light,0.030717
alert,notice,0.030717
altar,religious,0.030717
anatomy,bodies,0.030717
anatomy,book,0.030717
anatomy,gray,0.030717
anatomy,heart,0.030717
anatomy,naked,0.030717
anatomy,parts,0.030717
anatomy,school,0.030717
anatomy,structure,0.030717
angel,angle,0.030717
angel,fairy,0.030717
angel,food,0.030717
angel,messenger,0.030717
angel,pure,0.030717
angel,snow,0.030717
anything,anywhere,0.030694
agency,corporation,0.03069
ant,bite,0.030655
accumulate,save,0.030625
accumulate,store,0.030625
aggressive,fighting,0.030612
aggressive,male,0.030612
aggressive,nasty,0.030612
airplane,fast,0.030612
airplane,stewardess,0.030612
airplane,vacation,0.030612
allergic,grass,0.030612
allergic,medicine,0.030612
allergic,sinus,0.030612
allergy,allergic,0.030612
allergy,sinuses,0.030612
animals,bear,0.030612
animals,pet,0.030612
antique,roadshow,0.030612
acrobat,tightrope,0.030583
adventure,wild,0.030511
academy,sports,0.030508
administration,rules,0.030508
adrenaline,high,0.030508
adrenaline,shot,0.030508
adrenaline,sports,0.030508
adrenaline,strength,0.030508
adrenaline,surge,0.030508
aircraft,blimp,0.030508
aircraft,clouds,0.030508
aircraft,hangar,0.030508
aircraft,hanger,0.030508
aircraft,spaceship,0.030508
aircraft,wright,0.030508
amber,fire,0.030508
amber,girl,0.030508
amber,tree,0.030508
anchor,sail,0.030508
anchor,secure,0.030508
anchor,sink,0.030508
antenna,roof,0.030508
accurate,good,0.03044
actress,girl,0.030411
accessory,addition,0.030405
ants,anteater,0.030405
ants,army,0.030405
ants,busy,0.030405
ants,itch,0.030405
ants,poison,0.030405
ants,worker,0.030405
address,mine,0.030369
accident,hurt,0.030358
accident,pain,0.030358
a,plus,0.030306
abroad,ship,0.030303
airline,seat,0.030303
anorexia,sickness,0.030303
anorexia,starvation,0.030303
aircraft,airport,0.030254
advise,friend,0.030253
activity,energy,0.030205
angels,fly,0.030201
aggressive,rude,0.030158
antique,chair,0.030158
air,breathing,0.0301
air,music,0.0301
air,space,0.0301
aardvark,music,0.03
accept,unacceptable,0.03
accident,victim,0.03
achievement,a,0.03
achievement,work,0.03
act,sat,0.03
act,tough,0.03
ad,business,0.03
ad,column,0.03
addict,need,0.03
address,letter,0.03
adult,mother,0.03
advertisement,sign,0.03
aerobics,step,0.03
aerobics,tiring,0.03
affair,people,0.03
age,twenty,0.03
airplane,car,0.03
airplane,movie,0.03
album,tape,0.03
almanac,roads,0.03
almighty,superior,0.03
amp,car,0.03
angel,death,0.03
animals,mammal,0.03
animals,smell,0.03
annoying,aggravate,0.03
annoying,disturb,0.03
annoying,irk,0.03
antenna,stereo,0.03
apex,end,0.03
apex,technology,0.03
appearance,clean,0.03
appearance,mirror,0.03
appearance,show,0.03
apple,banana,0.03
apple,computer,0.03
apple,core,0.03
apple,food,0.03
appliance,television,0.03
appointment,dentist,0.03
appointment,set,0.03
approval,blessing,0.03
apron,tie,0.03
apron,work,0.03
architecture,wood,0.03
arctic,bear,0.03
area,circle,0.03
area,land,0.03
area,large,0.03
area,map,0.03
area,site,0.03
area,spot,0.03
area,surrounding,0.03
area,triangle,0.03
area,vicinity,0.03
argue,disagree,0.03
argue,talk,0.03
argument,anger,0.03
aright,agree,0.03
army,boots,0.03
army,strength,0.03
arrogant,mean,0.03
arrogant,snotty,0.03
art,craft,0.03
art,music,0.03
art,show,0.03
art,work,0.03
article,story,0.03
ascend,fly,0.03
ash,death,0.03
ask,receive,0.03
ask,try,0.03
ask,want,0.03
ass,round,0.03
ass,stupid,0.03
assistance,secretary,0.03
assume,position,0.03
assume,responsibility,0.03
assume,thought,0.03
athletic,sweat,0.03
atlas,shrugged,0.03
atmosphere,star,0.03
atomic,explode,0.03
atomic,fireball,0.03
atomic,number,0.03
atomic,structure,0.03
atomic,weight,0.03
attach,combine,0.03
attack,beat,0.03
attack,hit,0.03
attack,violent,0.03
attendance,absent,0.03
attendance,good,0.03
attendance,people,0.03
attendance,required,0.03
attention,stand,0.03
attic,roof,0.03
attitude,adjustment,0.03
attitude,people,0.03
attitude,snob,0.03
attract,man,0.03
audience,play,0.03
automobile,drive,0.03
automobile,gas,0.03
automobile,truck,0.03
average,regular,0.03
average,student,0.03
avoid,danger,0.03
avoid,scared,0.03
away,school,0.03
away,together,0.03
ax,saw,0.03
ax,tool,0.03
back,behind,0.03
background,color,0.03
background,set,0.03
backward,back,0.03
backward,wrong,0.03
badge,sheriff,0.03
bagel,cheese,0.03
bagel,eat,0.03
bait,tease,0.03
balcony,house,0.03
balloon,party,0.03
banker,lawyer,0.03
banner,advertisement,0.03
banner,year,0.03
banquet,table,0.03
barley,horse,0.03
bartender,drunk,0.03
bartender,server,0.03
base,military,0.03
baseball,hat,0.03
bass,shoes,0.03
bassinet,child,0.03
battle,blood,0.03
battle,ground,0.03
battle,gun,0.03
be,buzz,0.03
be,me,0.03
be,verb,0.03
beaker,bird,0.03
bean,stalk,0.03
bear,black,0.03
bear,lion,0.03
because,answer,0.03
because,due,0.03
beggar,man,0.03
beggar,sad,0.03
beggar,vagrant,0.03
beginner,rookie,0.03
beginner,training,0.03
being,alien,0.03
belief,lie,0.03
bent,turned,0.03
berry,sweet,0.03
berry,tree,0.03
betray,against,0.03
beyond,out,0.03
beyond,reach,0.03
bicycle,chain,0.03
bicycle,shop,0.03
big,easy,0.03
big,game,0.03
big,huge,0.03
big,tall,0.03
bike,spokes,0.03
bike,tricycle,0.03
biologist,animal,0.03
biologist,study,0.03
biology,anatomy,0.03
biology,book,0.03
biology,cell,0.03
biology,plant,0.03
biology,yuck,0.03
bird,blue,0.03
bird,bluejay,0.03
bird,tree,0.03
birds,cardinal,0.03
birds,dove,0.03
birds,prey,0.03
birds,song,0.03
birds,wings,0.03
birthday,fun,0.03
birthday,gift,0.03
bison,big,0.03
bit,teeth,0.03
bizarre,me,0.03
blackberry,soda,0.03
blackberry,strawberry,0.03
blackboard,write,0.03
blast,party,0.03
blend,blender,0.03
blend,fruit,0.03
blender,ice,0.03
blender,juice,0.03
blender,toaster,0.03
bless,me,0.03
blinds,sun,0.03
block,child,0.03
block,corner,0.03
block,tackle,0.03
blonde,beauty,0.03
blonde,brown,0.03
blonde,fun,0.03
blonde,red,0.03
bloom,sprout,0.03
blossom,spring,0.03
blot,mark,0.03
blot,mess,0.03
blot,smudge,0.03
blot,spill,0.03
blubber,cry,0.03
blues,jeans,0.03
blunt,end,0.03
blunt,truthful,0.03
board,plane,0.03
board,school,0.03
board,ship,0.03
board,walk,0.03
body,gym,0.03
body,human,0.03
body,mind,0.03
body,nice,0.03
body,part,0.03
body,sexy,0.03
body,shape,0.03
body,strong,0.03
bond,tie,0.03
bone,body,0.03
bone,chicken,0.03
bone,china,0.03
bone,skin,0.03
bonus,reward,0.03
boom,sound,0.03
boot,black,0.03
boring,lecture,0.03
boring,math,0.03
boring,school,0.03
boring,yawn,0.03
bottle,baby,0.03
bottle,top,0.03
bottom,end,0.03
bottom,floor,0.03
bouillon,money,0.03
bound,out,0.03
boundary,land,0.03
bounty,ship,0.03
box,cube,0.03
box,glove,0.03
box,letter,0.03
box,match,0.03
box,storage,0.03
box,toy,0.03
boxing,pain,0.03
boxing,ring,0.03
boxing,sparring,0.03
boyfriend,friend,0.03
boyfriend,none,0.03
boyfriend,not,0.03
boys,sex,0.03
brake,go,0.03
bravado,spanish,0.03
brilliant,color,0.03
brittle,ruff,0.03
brittle,stiff,0.03
broad,thick,0.03
broccoli,food,0.03
broccoli,spinach,0.03
broccoli,tree,0.03
broke,shattered,0.03
broken,apart,0.03
broken,pieces,0.03
broken,ruined,0.03
bronze,statue,0.03
brown,bag,0.03
brown,chocolate,0.03
brown,green,0.03
brown,shoe,0.03
bruise,scar,0.03
bruise,sore,0.03
bucket,paint,0.03
bucket,wash,0.03
buffalo,stance,0.03
bug,gross,0.03
bugle,jeans,0.03
bugle,reveille,0.03
builder,body,0.03
builder,carpenter,0.03
bulletin,information,0.03
bulletin,note,0.03
bulletin,paper,0.03
bully,rough,0.03
bully,school,0.03
bumper,hit,0.03
bumps,sick,0.03
bumps,wart,0.03
bumpy,car,0.03
bumpy,ride,0.03
burden,task,0.03
burglar,bar,0.03
burglar,robbery,0.03
burglary,black,0.03
burglary,house,0.03
burst,star,0.03
butcher,cook,0.03
butcher,wife,0.03
buyer,car,0.03
cafeteria,school,0.03
calculus,algebra,0.03
california,coast,0.03
california,girls,0.03
call,dial,0.03
call,girl,0.03
call,home,0.03
camp,kid,0.03
camp,lake,0.03
camping,out,0.03
campus,students,0.03
can,cup,0.03
cancer,ill,0.03
cancer,lung,0.03
cancer,smoke,0.03
cancer,tumor,0.03
cannon,ship,0.03
cannon,shoot,0.03
canvas,material,0.03
canvas,oil,0.03
canvass,sell,0.03
canyon,color,0.03
canyon,desert,0.03
canyon,red,0.03
cape,hero,0.03
cape,robe,0.03
cape,shawl,0.03
capital,head,0.03
captain,sergeant,0.03
capture,hostage,0.03
carbon,fiber,0.03
care,aid,0.03
care,for,0.03
care,hospital,0.03
care,sick,0.03
careless,thoughtless,0.03
caress,soothe,0.03
carrot,cake,0.03
carrot,juice,0.03
carrot,top,0.03
cashew,almond,0.03
cashew,salt,0.03
cast,fishing,0.03
cast,show,0.03
casual,corner,0.03
catastrophe,bad,0.03
catastrophe,danger,0.03
catastrophe,tragedy,0.03
catch,miss,0.03
catcher,softball,0.03
cathedral,steeple,0.03
catholic,cross,0.03
catholic,roman,0.03
catholic,school,0.03
cattle,horse,0.03
cautious,safe,0.03
celebration,fun,0.03
celebration,holiday,0.03
celery,tuna,0.03
cello,play,0.03
center,basketball,0.03
center,end,0.03
center,outside,0.03
central,america,0.03
cereal,bran,0.03
cereal,trix,0.03
chalk,crayon,0.03
chalkboard,green,0.03
challenge,fun,0.03
challenge,struggle,0.03
challenge,test,0.03
chamber,gun,0.03
chaos,school,0.03
chapter,novel,0.03
characteristic,face,0.03
chart,hospital,0.03
chart,paper,0.03
chase,fun,0.03
cheap,low,0.03
cheap,perfume,0.03
cheap,poor,0.03
cheap,sleazy,0.03
check,book,0.03
check,out,0.03
cheek,skin,0.03
cheek,soft,0.03
cheer,party,0.03
cheerful,cheerleader,0.03
cheerleader,airhead,0.03
cheerleader,legs,0.03
cheerleader,school,0.03
cheerleader,sexy,0.03
chef,hat,0.03
chess,match,0.03
chew,mouth,0.03
chew,teeth,0.03
child,care,0.03
child,cry,0.03
child,girl,0.03
child,little,0.03
childish,fun,0.03
childish,silly,0.03
chili,bowl,0.03
chili,cold,0.03
chimpanzee,cute,0.03
chimpanzee,gorilla,0.03
china,asia,0.03
china,cup,0.03
china,food,0.03
china,fragile,0.03
china,silverware,0.03
chipmunk,monkey,0.03
chipmunk,rat,0.03
chisel,rock,0.03
chocolate,good,0.03
chocolate,mousse,0.03
chocolate,taste,0.03
choke,throttle,0.03
chop,knife,0.03
chuck,roast,0.03
chuck,toss,0.03
chunk,cheese,0.03
chunk,part,0.03
cigar,tobacco,0.03
cigarette,ash,0.03
cigarette,lung,0.03
cigarette,pipe,0.03
circumstance,position,0.03
citrus,juice,0.03
city,country,0.03
claim,land,0.03
claim,sue,0.03
clamp,metal,0.03
clamp,snap,0.03
clamp,tire,0.03
clamp,tow,0.03
class,big,0.03
class,boring,0.03
class,college,0.03
class,ring,0.03
class,style,0.03
claw,sharp,0.03
claw,tiger,0.03
clean,dirt,0.03
cleaner,clothes,0.03
cleaner,fluid,0.03
cleaner,tidy,0.03
cleaning,room,0.03
click,snap,0.03
click,tap,0.03
climax,story,0.03
clippers,shears,0.03
cloak,jacket,0.03
clockwise,round,0.03
clog,stuffed,0.03
clorox,detergent,0.03
clorox,smell,0.03
closet,case,0.03
closet,drawer,0.03
closet,store,0.03
closing,store,0.03
clothes,body,0.03
clothes,cover,0.03
clothes,naked,0.03
clothes,warm,0.03
clove,herb,0.03
clove,plant,0.03
clove,smell,0.03
coat,cover,0.03
cobra,bite,0.03
cobra,danger,0.03
cobra,deadly,0.03
cocaine,addict,0.03
cocaine,addiction,0.03
cocaine,death,0.03
cocaine,nose,0.03
cocaine,powder,0.03
cocaine,stupid,0.03
cocaine,white,0.03
cocktail,beer,0.03
cocktail,glass,0.03
cocktail,movie,0.03
cocky,rooster,0.03
cocky,snob,0.03
cocoon,old,0.03
code,alarm,0.03
code,bar,0.03
coffee,table,0.03
color,hue,0.03
coma,medicine,0.03
coma,sick,0.03
comment,idea,0.03
commercial,break,0.03
commitment,honesty,0.03
commitment,responsibility,0.03
committee,team,0.03
communication,relationship,0.03
communication,speech,0.03
compassion,sensitivity,0.03
compassion,sincerity,0.03
compliment,happy,0.03
component,chemistry,0.03
component,device,0.03
component,element,0.03
component,number,0.03
component,thing,0.03
compound,base,0.03
compound,car,0.03
compound,single,0.03
compound,substance,0.03
computer,game,0.03
computer,terminal,0.03
conceit,people,0.03
conceit,selfish,0.03
concert,orchestra,0.03
condition,circumstance,0.03
condition,red,0.03
condition,train,0.03
condition,weather,0.03
conductor,metal,0.03
confess,secret,0.03
congress,boring,0.03
congress,politician,0.03
congress,sucks,0.03
congress,usa,0.03
conscience,bad,0.03
conscience,science,0.03
consequence,problem,0.03
consequence,suffer,0.03
consequence,wrong,0.03
console,friend,0.03
console,soothe,0.03
constructive,work,0.03
container,bucket,0.03
container,can,0.03
container,juice,0.03
container,storage,0.03
contractor,man,0.03
control,calm,0.03
control,rule,0.03
control,run,0.03
controls,car,0.03
controls,switches,0.03
conversation,communication,0.03
cookout,steak,0.03
cool,air,0.03
cool,drink,0.03
cool,heat,0.03
cop,gun,0.03
cop,protection,0.03
cop,robber,0.03
cop,ticket,0.03
copper,kettle,0.03
copper,money,0.03
cord,electricity,0.03
cork,stopper,0.03
corporal,service,0.03
cotton,gin,0.03
cotton,mouth,0.03
couch,comfort,0.03
couch,cushion,0.03
couch,lay,0.03
couch,sleep,0.03
cough,drop,0.03
counter,number,0.03
counter,store,0.03
country,farm,0.03
country,field,0.03
country,flag,0.03
country,horse,0.03
country,land,0.03
course,road,0.03
cover,book,0.03
cover,charge,0.03
cover,story,0.03
covered,shaded,0.03
cowgirl,ride,0.03
crab,shrimp,0.03
crab,tree,0.03
crafts,skills,0.03
crafts,talent,0.03
cramp,tight,0.03
crawl,move,0.03
crayon,drawing,0.03
crayon,kids,0.03
crazy,fun,0.03
cream,strawberry,0.03
cream,thick,0.03
creation,idea,0.03
creativity,idea,0.03
creator,earth,0.03
credit,extra,0.03
crest,mountain,0.03
crest,water,0.03
crevice,sidewalk,0.03
crevice,small,0.03
crevice,space,0.03
cricket,green,0.03
cricket,sport,0.03
critic,art,0.03
critic,mean,0.03
critic,sarcastic,0.03
criticize,angry,0.03
criticize,rag,0.03
criticize,scrutinize,0.03
criticize,talk,0.03
crochet,grass,0.03
crochet,sweater,0.03
crook,bad,0.03
crook,jail,0.03
crook,steal,0.03
crooked,teeth,0.03
crossing,duck,0.03
crossing,train,0.03
cruise,ocean,0.03
crush,kill,0.03
crush,pound,0.03
crush,softdrink,0.03
crust,toast,0.03
cue,act,0.03
cue,time,0.03
cue,tip,0.03
cups,spoons,0.03
curb,dog,0.03
curb,yellow,0.03
curse,shit,0.03
curtains,close,0.03
curtains,house,0.03
curtains,shower,0.03
curved,test,0.03
customer,relations,0.03
customer,sale,0.03
cycle,recycle,0.03
cycle,run,0.03
cycle,system,0.03
cylinder,rod,0.03
cylinder,science,0.03
dam,block,0.03
dam,bridge,0.03
damn,river,0.03
damn,sun,0.03
dance,exercise,0.03
dance,fast,0.03
dance,grace,0.03
dance,slow,0.03
dance,song,0.03
dancer,bar,0.03
dandelion,daisy,0.03
dandelion,sunflower,0.03
darkness,fear,0.03
darkness,scared,0.03
dart,point,0.03
dart,quick,0.03
dashboard,ear,0.03
days,seven,0.03
days,sunny,0.03
decay,erode,0.03
deceit,steal,0.03
deceive,wrong,0.03
decide,conclude,0.03
decision,answer,0.03
decision,tough,0.03
decline,slope,0.03
decompose,trash,0.03
decrease,small,0.03
degrade,down,0.03
delay,reaction,0.03
delay,start,0.03
delinquent,thief,0.03
demand,force,0.03
demi,part,0.03
democracy,president,0.03
demon,bad,0.03
denim,cotton,0.03
denim,jacket,0.03
denim,suade,0.03
dense,compact,0.03
dentist,cavity,0.03
deny,object,0.03
deny,stop,0.03
depart,go,0.03
department,building,0.03
department,office,0.03
department,police,0.03
department,psychology,0.03
department,school,0.03
department,work,0.03
depletion,down,0.03
deposit,return,0.03
deposit,save,0.03
depressed,sorrow,0.03
depression,anxiety,0.03
depression,suicide,0.03
despair,anger,0.03
despair,pain,0.03
dessert,sugar,0.03
detach,cold,0.03
detach,split,0.03
detach,together,0.03
detail,small,0.03
development,build,0.03
device,electric,0.03
device,part,0.03
diameter,area,0.03
different,people,0.03
difficulty,problem,0.03
digit,computer,0.03
digit,span,0.03
dignity,good,0.03
diligence,studious,0.03
diligence,try,0.03
dinosaur,giant,0.03
dinosaur,teeth,0.03
direct,contact,0.03
direct,lead,0.03
direct,show,0.03
disagreement,anger,0.03
disappear,act,0.03
disappear,ghost,0.03
disaster,danger,0.03
disaster,problem,0.03
disaster,tornado,0.03
disbelief,question,0.03
disbelief,shock,0.03
disbelief,truth,0.03
discover,channel,0.03
discover,columbus,0.03
discover,land,0.03
discover,new,0.03
disgrace,sad,0.03
dishwasher,restaurant,0.03
disprove,agree,0.03
disprove,reject,0.03
disprove,theory,0.03
dissolve,resolve,0.03
distance,away,0.03
distance,close,0.03
distance,runner,0.03
distance,time,0.03
distance,travel,0.03
diver,fish,0.03
diving,tank,0.03
division,group,0.03
division,half,0.03
division,section,0.03
division,split,0.03
division,unit,0.03
divorce,pain,0.03
divorce,single,0.03
doctor,dentist,0.03
doctor,health,0.03
document,legal,0.03
dominant,big,0.03
dominant,superior,0.03
done,gone,0.03
dot,paper,0.03
double,date,0.03
double,mint,0.03
double,standard,0.03
down,elevator,0.03
down,fall,0.03
down,out,0.03
downstairs,fall,0.03
downstairs,room,0.03
downstairs,walk,0.03
downtown,party,0.03
downtown,shop,0.03
downtown,shopping,0.03
downtown,stores,0.03
dracula,bite,0.03
draft,cold,0.03
draft,final,0.03
draft,rough,0.03
drag,car,0.03
drift,cold,0.03
drift,raft,0.03
drift,sea,0.03
drift,slow,0.03
drift,sway,0.03
drive,slow,0.03
drive,steer,0.03
drive,through,0.03
drove,cattle,0.03
drove,fast,0.03
drown,suffocate,0.03
drowsy,drunk,0.03
drowsy,medicine,0.03
drug,alcohol,0.03
drug,death,0.03
dryer,warm,0.03
duck,chicken,0.03
duck,water,0.03
ducks,row,0.03
ducks,swans,0.03
due,late,0.03
due,rent,0.03
due,time,0.03
dune,beach,0.03
dune,desert,0.03
dunk,sink,0.03
dunk,soak,0.03
dunk,submerge,0.03
duplicate,two,0.03
dust,wind,0.03
dwarves,movie,0.03
dynasty,rich,0.03
dynasty,royalty,0.03
early,dawn,0.03
ease,smooth,0.03
ease,soothe,0.03
eating,out,0.03
eating,starving,0.03
economic,class,0.03
economic,social,0.03
economy,people,0.03
economy,society,0.03
ecstasy,heaven,0.03
edge,cut,0.03
edge,rim,0.03
educate,student,0.03
eggs,break,0.03
eggs,cook,0.03
eggs,crack,0.03
eggs,pan,0.03
eggs,shells,0.03
eggs,toast,0.03
eggs,yolk,0.03
elaborate,big,0.03
elaborate,scheme,0.03
elaborate,simple,0.03
elderly,slow,0.03
elderly,young,0.03
electricity,bill,0.03
electricity,heat,0.03
electricity,wire,0.03
element,rock,0.03
element,thing,0.03
elevator,door,0.03
elimination,stop,0.03
emotional,sentimental,0.03
emotional,stress,0.03
empire,emperor,0.03
empire,movie,0.03
empire,rome,0.03
employment,office,0.03
empty,void,0.03
encyclopedia,learn,0.03
encyclopedia,smart,0.03
endless,class,0.03
endless,school,0.03
endless,summer,0.03
endless,survey,0.03
energetic,aerobics,0.03
energetic,alive,0.03
energetic,battery,0.03
energetic,happy,0.03
energetic,me,0.03
energy,fuel,0.03
energy,work,0.03
engagement,party,0.03
engineer,build,0.03
engineer,doctor,0.03
entertainment,concert,0.03
entrance,front,0.03
entry,contest,0.03
environment,animals,0.03
environment,area,0.03
environment,land,0.03
envy,bad,0.03
equation,answer,0.03
equation,formula,0.03
erode,fade,0.03
erode,rocks,0.03
erode,sand,0.03
erupt,burst,0.03
escape,break,0.03
escape,club,0.03
escargot,fish,0.03
essence,need,0.03
ethics,class,0.03
ethics,good,0.03
ethics,religion,0.03
etiquette,charm,0.03
etiquette,nice,0.03
europe,war,0.03
evacuate,danger,0.03
evacuate,hurricane,0.03
evacuate,out,0.03
everything,sucks,0.03
evict,house,0.03
evict,move,0.03
evict,rid,0.03
evict,tenant,0.03
evidence,blood,0.03
evidence,prove,0.03
evil,mean,0.03
evil,satan,0.03
evil,witch,0.03
ewe,gross,0.03
excel,ahead,0.03
excellent,terrific,0.03
exceptional,child,0.03
exceptional,student,0.03
exceptional,unique,0.03
exchange,clothes,0.03
exchange,student,0.03
excited,fun,0.03
excited,party,0.03
excited,scared,0.03
excuse,absent,0.03
excuse,tardy,0.03
exercise,bicycle,0.03
exercise,fat,0.03
exercise,gym,0.03
exercise,health,0.03
exercise,slim,0.03
exercise,workout,0.03
exhausted,sleep,0.03
exist,god,0.03
exist,human,0.03
exist,there,0.03
experience,do,0.03
explanation,teacher,0.03
explorer,scientist,0.03
explosion,loud,0.03
extension,plug,0.03
extremity,outside,0.03
extremity,severe,0.03
eyebrows,black,0.03
fabric,linen,0.03
fabric,polyester,0.03
fabric,softener,0.03
factory,product,0.03
faculty,teach,0.03
fairytale,fiction,0.03
faith,love,0.03
faithful,friend,0.03
faithful,truthful,0.03
fall,cold,0.03
fall,summer,0.03
fame,known,0.03
fame,popular,0.03
fame,television,0.03
fame,wealth,0.03
family,child,0.03
family,close,0.03
fan,cold,0.03
fantastic,amazing,0.03
fantastic,cleaner,0.03
fantastic,fun,0.03
far,home,0.03
farmer,worker,0.03
fashion,trend,0.03
fattening,grease,0.03
fattening,oil,0.03
fattening,sweets,0.03
fattening,thin,0.03
faucet,tap,0.03
fault,excuse,0.03
fault,reason,0.03
fault,trouble,0.03
fbi,movie,0.03
fear,anger,0.03
fear,anxiety,0.03
feature,show,0.03
federal,money,0.03
felt,material,0.03
festival,strawberry,0.03
fiddle,sticks,0.03
field,flower,0.03
fight,hit,0.03
fighter,soldier,0.03
fighter,tough,0.03
filth,gross,0.03
finger,tip,0.03
finished,over,0.03
finished,work,0.03
firm,stiff,0.03
firm,weak,0.03
flat,big,0.03
flat,land,0.03
flat,skinny,0.03
flat,straight,0.03
fleet,truck,0.03
flex,point,0.03
flight,bird,0.03
flipper,fish,0.03
flipper,scuba,0.03
flood,death,0.03
flood,river,0.03
flood,wet,0.03
florida,orange,0.03
florida,school,0.03
florida,warm,0.03
fluid,brake,0.03
fluid,flow,0.03
fly,bird,0.03
fly,dirty,0.03
fly,wall,0.03
flying,air,0.03
fog,white,0.03
foggy,morning,0.03
fold,clothes,0.03
fold,half,0.03
follower,annoy,0.03
follower,people,0.03
fond,affectionate,0.03
fond,stream,0.03
foot,big,0.03
foot,inch,0.03
for,after,0.03
forceful,angry,0.03
forceful,hurt,0.03
forceful,man,0.03
forehead,skin,0.03
forehead,sweat,0.03
forget,elephant,0.03
forget,leave,0.03
forget,stupid,0.03
forgive,kind,0.03
forgive,love,0.03
forgive,never,0.03
formal,party,0.03
formal,stuffy,0.03
formula,solution,0.03
fossil,remain,0.03
fossil,stone,0.03
foundation,concrete,0.03
foundation,money,0.03
foundation,organization,0.03
foundation,start,0.03
four,clover,0.03
four,fire,0.03
frame,accuse,0.03
frame,glasses,0.03
frankenstein,bride,0.03
fray,rope,0.03
fray,rug,0.03
fray,shred,0.03
fray,split,0.03
fray,tattered,0.03
freeway,street,0.03
freezer,fridge,0.03
frequent,stops,0.03
friar,chicken,0.03
friar,religion,0.03
friendship,bond,0.03
friendship,special,0.03
fries,fat,0.03
fries,good,0.03
frightened,darkness,0.03
frightened,fear,0.03
frontier,man,0.03
fry,heat,0.03
fudge,calories,0.03
fugitive,bad,0.03
fugitive,rebel,0.03
full,food,0.03
full,stomach,0.03
full,stuffed,0.03
fund,bank,0.03
fungi,moss,0.03
funny,dull,0.03
funny,silly,0.03
funny,smile,0.03
fur,hair,0.03
furniture,sofa,0.03
furry,angry,0.03
further,ahead,0.03
fuse,car,0.03
fuss,child,0.03
fuss,fit,0.03
fuss,worry,0.03
fuzzy,dog,0.03
fuzzy,rabbit,0.03
game,card,0.03
game,life,0.03
game,tennis,0.03
gangster,movie,0.03
garden,dirt,0.03
gavel,sand,0.03
geese,animal,0.03
gene,biology,0.03
gene,body,0.03
genuine,pure,0.03
genuine,rare,0.03
geometry,line,0.03
ghetto,bad,0.03
ghetto,rundown,0.03
ghoul,halloween,0.03
ghoul,monster,0.03
gifted,dumb,0.03
girlfriend,sex,0.03
girls,sexy,0.03
giving,thanks,0.03
glacier,mountain,0.03
glance,eyes,0.03
glance,see,0.03
glands,salivary,0.03
glands,thyroid,0.03
glare,anger,0.03
glare,reflect,0.03
glasses,cups,0.03
glasses,frame,0.03
glasses,lens,0.03
glasses,nerd,0.03
glasses,read,0.03
glasses,vision,0.03
glide,skim,0.03
gloves,clean,0.03
gloves,doctor,0.03
gloves,scarf,0.03
gloves,sterile,0.03
glue,horse,0.03
glue,smell,0.03
goal,direction,0.03
goal,field,0.03
god,damn,0.03
god,faith,0.03
god,good,0.03
god,holy,0.03
god,man,0.03
god,none,0.03
gold,value,0.03
golf,cart,0.03
gone,come,0.03
goodness,god,0.03
gorgeous,sexy,0.03
gorilla,black,0.03
gorilla,jungle,0.03
gorilla,monster,0.03
grab,reach,0.03
graduate,me,0.03
graduate,party,0.03
graduate,yes,0.03
graft,trees,0.03
grand,buffet,0.03
grand,slam,0.03
grandpa,grandfather,0.03
grant,school,0.03
grasp,air,0.03
grasp,hand,0.03
grate,metal,0.03
grate,rub,0.03
gray,cloud,0.03
graze,horse,0.03
grease,hair,0.03
grease,slime,0.03
greatest,good,0.03
greatest,show,0.03
greek,alphabet,0.03
greek,rush,0.03
greek,salad,0.03
greet,salute,0.03
grill,burn,0.03
grill,cheese,0.03
grime,mildew,0.03
grime,mud,0.03
grind,meat,0.03
grind,smash,0.03
grit,south,0.03
grit,true,0.03
grocery,market,0.03
grounds,school,0.03
group,clique,0.03
group,gang,0.03
group,therapy,0.03
group,together,0.03
growth,tree,0.03
guilty,bad,0.03
guilty,punish,0.03
guilty,sorry,0.03
guitar,band,0.03
guitar,pick,0.03
guitar,strum,0.03
gullible,people,0.03
gully,fish,0.03
gully,ship,0.03
gum,mouth,0.03
gum,stick,0.03
gum,tree,0.03
guy,cute,0.03
guy,male,0.03
guys,football,0.03
gym,aerobics,0.03
gym,smelly,0.03
gymnastics,meet,0.03
haircut,chop,0.03
hamper,slow,0.03
handcuffs,sex,0.03
happiness,happy,0.03
hard,metal,0.03
hard,wood,0.03
hare,hair,0.03
hare,turtle,0.03
harmful,chemical,0.03
harmful,drug,0.03
harvest,grow,0.03
hatch,trunk,0.03
hatchet,kill,0.03
hatchet,saw,0.03
hatchet,tomahawk,0.03
haven,bird,0.03
haven,happy,0.03
haven,sanctuary,0.03
hawaii,hot,0.03
hay,grass,0.03
hay,sneeze,0.03
haystack,straw,0.03
hazard,safe,0.03
headache,sick,0.03
headache,sinus,0.03
headband,style,0.03
headband,tennis,0.03
